,CAS_No,SupplementalRecordUI,Agent,Year,Month,Day,Note,Frequency,DescriptorUI,Source,ConceptUI,RegistryNumber,TermUI,ThesaurusID,QualifierUI,PreviousIndexing,CASN1Name,Concept1UI,Concept2UI,DataSource,FileLocator,NameOfSubstance,Synonyms,RelatedRegistryNumber,ClassificationCode,MolecularFormula,DescriptorName,OtherRegistryNumber,FormulaFragment,SuperListName,SuperlistClassCode,InternetLocator,SuperlistLocator,MixtureName,GroupNo,Volume,id
1393,2425254,,"Diethyl S-carboethoxymethyl phosphorothioate|Acetoxon||Phosphorothioic acid, O,O-diethyl S-carboethoxymethyl ester|Mercaptoacetic acid, ethyl ester, S-ester with O,O-diethyl phosphorothioate|Ethyl ((diethoxyphosphinyl)thio)acetate",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,334404
1394,2425663,,Chloro-2-nitropropane||Lanstan|Korax|NIA 5961,,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,011302
1395,2425856,,CI Pigment Red 3,1993,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,3,57,
1396,2429745,,CI Direct Blue 15,1993,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,2B,57,
1397,24307264,,"Dimethylpiperidinium chloride|Mepiquat chloride||Dimethylpiperidinium chloride|Pix|BAS 083 01 W|Terpal, component of (with 099801)|Pix DF",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,109101
1398,24310405,,"Hydroxymethyl)-4-ketobenz-1,2,3-triazine (as impurity)||Benzotriazin-4(3H)-one, 3-(hydroxymethyl)-",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,600045
1399,24310416,,"Chloromethyl)-4-ketobenz-1,2,3-triazine (as impurity)||Benzotriazin-4(3H)-one, 3-(chloromethyl)",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,600044
1400,243174,,Benzo<i>b</i>fluorene,2010,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,3,"92, Sup 7",
1401,2432997,,11-Aminoundecanoic acid,1987,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,3,"39, Sup 7",
1402,24353580,,"Chloro-N-(isobutoxymethyl)-2,6-acetoxylidide|Delachlor (ANSI)||Chloro-N-(2,6-dimethylphenyl)-N-(isobutoxymethyl)acetamide|Acetanilide, 2-chloro-2,6-dimethyl-N-isobutoxymethyl-|Acetamide, 2-chloro-N-(2,6-dimethylphenyl)-N-((N-methylpropoxy)methyl)-|CP 52223|CP 53619|SP 52223|SR 52223",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,278200
1403,24353615,,"Methyl phosphoramidothioate O-ester with isopropyl salicylate|Isocarbophos||Phosphoroamidothioic acid, O-methyl ester, O-ester with isopropyl salicylate|Benzoic acid, 2-((aminomethoxyphosphinothioyl)oxy)-, 1-methylethyl ester|Bay 93820|Optunal",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,574300
1404,2439001,,"Trichlorophenylacetic acid, sodium salt||Sodium 2,3,6-trichlorophenylacetate|Benzeneacetic acid, 2,3,6-trichloro-, sodium salt|Acetic acid, (2,3,6-trichlorophenyl)-, sodium salt|Fenac sodium salt|Sodium chlorfenac|ACP M-673-A|HRS 211",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,082602
1405,2439012,,"Methyl-2,3-quinoxalinedithiol cyclic S,S-dithiocarbonate|Chinomethionate||Methyl-1,3-dithiolo (4,5-b) quinoxaline-2-one|Oxythioquinox|Quinomethionate|Morestan|Forstan|Bay 36205",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,054101
1406,2439103,,"Dodecylguanidine acetate|Dodine (ANSI)||Guanidine, dodecyl-, monoacetate (8CI, 9CI)|Cytox 2160|Cyprex|AC 5223|Melprex",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,044301
1407,2439998,,"Bis(phosphonomethyl)glycine|Glyphosine (ANSI)||Glycine, N,N-bis(phosphonomethyl)-|Polaris|CP 41845",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,103602
1408,24475,,nan,,,,nan,,,nan,,,,,,,,,,chemid.xml,TOXLINE,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
1409,24526645,,"Nomifensin||Isoquinolinamine, 1,2,3,4-tetrahydro-2-methyl-4-phenyl- (CAS NAME)",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,600075
1410,24539660,,"Chlorofluorene-9-carboxylic acid|Chlorfluren||Fluorene-9-carboxylic acid, 2-chloro-",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,291200
1411,24560983,,"<i>cis</i>-9,10-Epoxystearic acid",1999,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,3,"11, Sup 7, 71",
1412,24579735,,"Propyl 3-(dimethylamino)propylcarbamate|Propamocarb (ANSI)||Carbamic acid, (3-(dimethylamino)propyl)-, propyl ester|Dimethylaminopropyl)carbamic acid, propyl ester",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,119301
1413,24602866,,"Tridemorph||Dimethyl-4-tridecylmorpholine|Morpholine, 2,6-dimethyl-4-tridecyl- (7CI, 8CI, 9CI)|Tridecyl-2,6-dimethylmorpholine|Calixin|Bas 2203 F|BAS 2205-F|E-236",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,121401
1414,2463845,,"Chloro-4-nitrophenyl) O,O-dimethyl phosphorothioate|Dicapthon||Phosphorothioic acid, O-(2-chloro-4-nitrophenyl) O,O-dimethyl ester|Isochlorthion|Di-Captan|AC 4124|ENT-17035",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,034502
1415,2464371,,Chloro-9-hydroxy-9H-fluorene-9-carboxylic acid|Chlorflurenol||Chlorflurecol,,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,292200
1416,2465590,,"Pyrazolo3,4-dpyrimidine-4,6(5H,7H)-dione (7CI, 8CI,9CI) (CA INDEX NAME)||Dihydroxypyrazolo3,4-dpyrimidine|Oxypurinol",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,447509
1417,24689892,,"Chloroethylene bisthiocyanate||Thiocyanic acid, 1-chloro-1,2-ethanediyl ester|Cytox 3810|CET",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,068106
1418,2475458,,Disperse Blue 1,1990,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,2B,48,
1419,2478219,,Bis((dimethylamino)methyl)cyclohexanone|,,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,009701
1420,24894891,,"Dichloroaminobenzenesulfonic acid||Dichloroaminobenzenesulfonic acid|Benzenesulfonic acid, 4-(dichloroamino)-|Sulfanilic acid, N,N-dichloro-|Jalazone",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,077202
1421,2491385,,"Bromo-4-hydroxyacetophenone||Ethanone, 2-bromo-1-(4-hydroxyphenyl)-|Acetophenone, 2-bromo-4-hydroxy-|Busan 90C",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,008707
1422,2492264,,"Mercaptobenzothiazole, sodium salt|Sodium 2-mercaptobenzothiolate||Benzothiazolethione, sodium salt|Sodium benzothiazolethiolate|Sodium 2-benzothiazolethiolate|Sodium, (2-benzothiazolylthio)-|Benzothiazolethiol, sodium salt|Busan 52, component of (with 102901)|Nuodex|Nacap|Vancide 51",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,051704
1423,24927671,,"Fatty acid* - silver complex *(100% C8)||Octanoic acid, silver(1+) salt|Silver octanoate",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,072505
1424,24934916,,"Chloromethyl) O,O-diethyl phosphorodithioate|Chlormephos||Phosphorodithioic acid, S-(chloromethyl) O,O-diethyl ester|Chloromethyl O,O-diethyl phosphorothiolothionate|Diethyl S-(chloromethyl) dithiophosphate|Chlormephos-ethyl|Dotan|MC 2188",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,295300
1425,24938645,,<i>para</i>-Aramid fibrils,1997,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,3,68,
1426,249596791,,"Inorganic bromides resulting from fumigation with methyl bromide, ethylene dibromide, and/or 1,2-dibromo-3-chloropropane (561.260, 193.250)|",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,053200
1427,249596799,,"Inorganic bromides resulting from soil treatment with combinations of chloropicrin, methyl bromide and propargyl bromide (180.199)|",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,081500
1428,2497065,,"Diethyl S-(2-ethylsulfonylethyl) phosphorodithioate||Disulfoton sulfone|Disulfoton dioxide|Phosphorodithioic acid, O,O-diethyl S-(2-(ethylsulfonyl)ethyl) ester|Disyston sulfone",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,340201
1429,2497076,,"Diethyl S-(2-(ethylsulfinyl)ethyl) phosphorodithioate|Oxydisulfoton||Phosphorodithioic acid, O,O-diethyl S-(2-(ethylsulfinyl)ethyl) ester|Ethylthiometon sulfoxide|Disulfoton sulfoxide|Disyston S|Disyston sulfoxide|Bay 23323",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,340200
1430,25013154,,Vinyl toluene,1994,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,3,60,
1431,25013165,,Butylated hydroxyanisole (BHA),1987,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,2B,"40, Sup 7",
1432,25038544,,Nylon 6,1987,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,3,"19, Sup 7",
1433,25057890,,"Isopropyl-1H-2,1,3-benzothiadiazin-4(3H)-one-2,2-dioxide|Bentazon (ANSI)||Benzothiadiazin-4(3H)-one, 3-(1-methylethyl)-, 2,2-dioxide (9CI)|Benzothiadiazin-4(3H)-one, 3-isopropyl-, 2,2-dioxide (8CI)|Methylethyl)-(1H)-2,1,3-benzothiadiazin-4-(3H)-one 2,2-dioxide|Isopropyl-1H-benzo-2,1,3-thiadiazin-4-one-2,2-dioxide|Isopropyl-2,1,3-benzothiadiazininon-(4)-2,2-dioxid (German)|Bendioxide|Basagran|BAS 351-H",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,275200
1434,25059783,,"Diethanolamine 3,6-dichloro-o-anisate|Dicamba, diethanolamine salt||Dichloro-o-anisic acid, diethanolamine salt|Benzoic acid, 3,6-dichloro-2-methoxy-, compd with 2,2-iminobis(ethanol) (1:1)",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,029803
1435,25059807,,"Ethyl 4-chloro-2-oxo-3(2H)-benzothiazoleacetate|Benazolin ethyl||Chloro-2-oxo-3(2H)-benzothiazoleacetic acid, ethyl ester|Benzothiazoleacetic acid, 4-chloro-2-oxo-, ethyl ester",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,126801
1436,2514536,,"Ethylene glycol bis(trichloroacetate)||Acetic acid, trichloro-, ethylene ester (2:1)|Acetic acid, trichloro-, 1,2-ethanediyl ester|Glytac|EGT",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,042201
1437,25155184,,"Diisobutylcresoxyethoxyethyl dimethyl benzyl ammonium chloride||Diisobutylcresoxyethoxyethyl dimethyl benzyl ammonium chloride monohydrate|Octylcresoxybenzyl dimethyl (2,2(p-1,1,3,3-tetramethyl butyltoloxy)ethoxyethyl) ammonium chloride, monohydrate|Octylcresoxyethoxyethyl dimethyl benzyl ammonium chloride monohydrate|Paradiisobutylcresoxyethoxyethyl dimethyl benzyl ammonium chloride|Benzenemethanaminium, N,N-dimethyl-N-(2-(2-(methyl-4-(1,1,3,3-tetramethylbutyl)phenoxy)ethoxy)ethyl)-, chloride|Diaparene chloride|Hyamine 10X|Methylbenzethonium chloride",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,069134
1438,25155300,,"Sodium dodecylbenzenesulfonate||Dodecylbenzenesulfonic acid, sodium salt|Dodecylbenzene sodium sulfonate|Benzenesulfonic acid, dodecyl-, sodium salt|Alkyl(C12) benzenesulfonic acid, sodium salt|Sodium laurylbenzenesulfonate|Santomerse|Nacconol|Bio-Soft D40|Bio-Soft D60|Bio-Soft D62|Bio-Soft D-35X|Calsoft F-90|Calsoft L-40|Calsoft L-60|Conco AAS-40|Conco AAS-65|Conco AAS-90|Conoco C-50|Pilot SF-60|Pilot SF-40B|Pilot SP-60|Richonate 45B|Santomerse 3|Solar 40|Sulfapol|Sulframin 40 Flakes|Ultrawet K|Ultrawet 60K|Ultrawet KX|Ultrawet XK|Conoco SD-40|Detergent HD-90|Mercol 25|Mercol 30|Naccanol NR|Naccanol SW|Nacconol 40F|Nacconol 90F|Nacconol 35SL|Neccanol SW|Pilot HD-90|Pilot SF-40|Pilot SF-96|Pilot SF-40FG|Richonate 1850|Richonate 60B|Santomerse No.1|Solar 90|Sulframin 90 Flakes|Sulframin 40 Granular|Sulframin 1238 Slurry|Sulframin 85|Santomerse No. 85",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,079010
1439,25167833,,Tetrachlorophenols||Dowicide 6,,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,063004
1440,25171635,,"Cyanoethylthio)ethylideneamino N-methylcarbamate|Thiocarboxime||Methylcarbamoyl)oxy)thioacetimidic acid, ester of 3-mercaptopropionitrile|Ethanimidothioic acid, N-(((methylamino)carbonyl)oxy)-, 2-cyanoethyl ester|Cyanoethyl O-(N-methylcarbamoyl)acetothiohydroximate|Cyanoethyl)thio)acetaldoxime N-methylcarbamate|Carbamic acid, N-methyl-, compd. with ((2-cyanoethyl)thio)acetaldoxime",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,556200
1441,25178205,,"Ethylamine 2,4-dichlorophenoxyacetate||Acetic acid, (2,4-dichlorophenoxy)-, compd. with 1-ethanamine (1:1)|Dichlorophenoxyacetic acid, ethylamine salt|2,4-D, ethylamine salt",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,030022
1442,25182030,,"Monomethylammonium chloramben ( 3-amino-2,5-dichlorobenzoic acid )||Amino-2,5-dichlorobenzoic acid = chloramben, monomethyl ammonium salt|Monomethyl ammonium 3-amino-2,5-dichlorobenzoate|Chloramben, monomethyl ammonium salt|Benzoic acid, 3-amino-2,5-dichloro-, compd. with methylamine (1:1)|Amiben, monomethyl ammonium salt",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,029903
1443,25190061,,"alpha-Hydro-omega-hydroxypoly(oxy-1,4-butanediyl)||Polybutylene glycol",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,690272
1444,25254506,,"Hexahydro-1,3,5-tris(2-hydroxypropyl)-s-triazine||Tris(2-hydroxypropyl)hexahydro-s-triazine|Triazine-1,3,5(2H,4H,6H)-triethanol, .alpha.,.alpha.,.alpha.-trimethyl-|Tris(2-hydroxypropyl)hexahydro-s-triazine|Rancidity control agent|Onyxcide 200|Grotan HD",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,105601
1445,25265718,,"Propanol, oxybis-|Dipropylene glycol|",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,068604
1446,25311711,,"Methylethyl 2-((ethoxy((1-methylethyl)amino)phosphinothioyl)oxy)benzoate|Isofenphos||Isopropyl salicylate O-ester with O-ethyl isopropylphosphoramidothioate|Benzoic acid, 2-((ethoxy-((1-methylethyl)amino)phosphinothioyl)oxy)-, 1-methylethyl ester|Phosphoramidothioic acid, isopropyl-, O-ethyl ester, O-ester with isopropyl salicylate|Amaze|Oftanol|Bay 92114|SRA 12869|Pryfon 6",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,109401
1447,25316567,,"Sodium (5-bromo-1,6-dihydro-6-oxo-1-phenyl-4-pyridazinyl)oxamate||Oxapyrazon(e)-sodium|Oxamic acid, (5-bromo-1,6-dihydro-6-oxo-1-phenyl-4-pyradazinyl)-, monosodium salt",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,351200
1448,25316578,,"Hydroxyethyl)dimethylammonium (5-bromo-6-oxo-1-phenylpyridazin-4-yl)oxamate||Oxapyrazon(e) (CAS 4489-31-0)|Oxamic acid, (5-bromo-1,6-dihydro-6-oxo-1-phenyl-4-pyradizinyl)-, compd. with 2-(dimethylamino)ethanol (1:1)|Bromo-1,6-dihydro-6-oxo-1-phenyl-4-pyridazinyl)oxamate (CAS 4489-31-0)",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,487300
1449,25319908,,"Ethyl ((4-chloro-o-tolyl)oxy)thioacetate|Phenothiol||Ethyl (4-chloro-2-methylphenoxy)ethanethioate|Methyl-4-chlorophenoxymonothioacetic acid S-ethyl ester|Ethanethioacetic acid, (4-chloro-2-methylphenoxy)-, S-ethyl ester|MCPA thioethyl|Kerbit|Tripion CB",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,431500
1450,25322683,,"Poly(oxy-1,2-ethanediyl), alpha-hydro-omega-hydroxy-|Polyethylene glycol||Polyoxyethylene|Polyox WSR-301",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,127101
1451,25322694,,"Poly(oxy(methyl-1,2-ethanediyl)), alpha-hydro-omega-hydroxy-|Polypropylene glycol|",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,068602
1452,2532492,,"Methyl-2-propyl-4-pyrimidinyl dimethylcarbamate||Carbamic acid, dimethyl-, 6-methyl-2-propyl-4-pyrimidinyl ester|Dimethylcarbamic acid, 6-methyl-2-propyl-4-pyrimidinyl ester|Propyl 4-methylpyrimidyl-(6) N,N,-dimethyl carbamate|Pyrimidinol, 6-methyl-2-propyl-, dimethylcarbamate (ester)|Pyramat|ENT 19059|G 23330|Geigy G-23330",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,575300
1453,2536267,,"Oxabicyclo(2.2.1)heptane-2,3-dicarboxylic acid, compd. with N,N-dimethyl-1-tridecanamine (1:2)|Endothall, di(N,N-dimethyltridecylamine) salt||Tridecanamine, N,N-dimethyl-, 7-oxabicyclo\x9b2.2.1heptane-2,3-dicarboxylate (2:1)|Oxabicyclo(2.2.1)heptane-2,3-dicarboxylic acid, compd. with N,N-dimethyltridecylamine (1:2)|Di(N,N-dimethyltridecylamine) endothall|TD 282",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,038902
1454,2536278,,"Oxabicyclo(2.2.1)heptane-2,3-dicarboxylic acid, compd. with N,N-dimethyl-1-tridecaneamine (1:1)|Endothall, mono(N,N-dimethyltridecylamine) salt||Oxabicyclo(2.2.1)heptane-2,3-dicarboxylic acid, mono(N,N-dimethyltridecylamine) salt|Tridecanamine, N,N-dimethyl-, 7-oxabicyclo(2.2.2)heptane-2,3-dicarboxylate (1:1)|Oxabicyclo(2.2.1)heptane-2,3-dicarboxylic acid, compd. with N,N-dimethylenetridecylamine (1:1)|Mono(N,N-dimethyltridecylamine) endothall|TD 283",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,038906
1455,25402066,,"Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(2-methyl-1-propenyl)-, 3-(2-butenyl)-2-methyl-4-oxo-2-cyclopenten-1-yl ester, (1R-(1.alpha.(S*(Z)),3.beta.))-|Cinerin I||Cinerolonyl (+)-trans-chrysanthemate|Chrysanthemmonocarboxylic acid cinerolone ester|Pyrethrins, component of",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,069009
1456,2540821,,"Formylmethylamino)-2-oxoethyl) O,O-dimethyl phosphorodithioate|Formothion||Dimethyl-S-(N-methyl-N-formylcarbamoylmethyl)phosphorodithioate|Dimethyl-S-(N-methyl-N-formylcarbamoylmethyl)phosphorothiolothioate|Phosphorodithioic acid, O,O-dimethyl ester, S-ester with N-formyl-2-mercapto-N-methylacetamide|Dimethyl dithiophosphorylacetic acid N-methyl-N-formylamide|Dimethyl-S-(N-formyl-N-methylcarbamoylmethyl)phosphorodithioate|Dimethyl phosphorodithioate N-formyl-2-mercapto-N-methyl-acetamide S-ester|Formyl-N-methylcarbamoylmethyl) O,O-dimethyl phosphorodithioate|Formyl-N-methylcarbamoylmethyl) dimethylphosphorothiolothionate|Acetamide, N-formyl-2-mercapto-N-methyl, S-ester with O,O-dimethylphosphorodithioate|Dimethyl-S-(3-methyl-2,4-dioxo-3-aza-butyl)-dithiophosfaat|Dimethyl-S-(3-methyl-2,4-dioxo-3-aza-butyl)-dithiophosphat|Phosphorodithioic acid, S-\x9b2-(formylmethylamino)-2-oxoethyl O,O-dimethyl ester (9CI)|Anthio|S 6900|J 38|OMS 968|SAN 244 I|SAN 6913 I|SAN 7107 I|CP 53926|Aflix|P 1|Toprose|VEL 4284",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,366400
1457,25447954,,Hexadecenoic acid|,,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,045401
1458,2544947,,"Ethoxymethyl)-4,6-dinitrophenol|Etinofen||Ethoxy-4,6-dinitro-o-cresol|Phenol, 2-(ethoxymethyl)-4,6-dinitro- (9CI)",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,427600
1459,2545597,,"Butoxyethyl 2,4,5-trichlorophenoxyacetate||Butoxyethanol 2,4,5-trichlorophenoxyacetate|Trichlorophenoxyacetic acid, butoxyethanol ester|Trichlorophenoxyacetic acid, 2-butoxyethyl ester",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,082053
1460,2545600,,"Amino-3,5,6-trichloropicolinic acid, potassium salt|Picloram, potassium salt||Potassium Picloram|Amino-3,5,6-trichloro-2-pyridinecarboxylic acid, monopotassium salt|Pyridinecarboxylic acid, 4-amino-3,5,6-trichloro-, monopotassium salt|Chloramp|Tordon 10K",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,005104
1461,25475734,,"Flumezin||Methyl-4-(trifluoromethyl)phenyl)tetrahydro-1,2,4-oxadiazine-3,5-dione|Oxadiazine-3,5(4H,6H)-dione, 2-methyl-4-\x9b3-(trifluoromethyl)phenyl- (9CI)",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,578400
1462,25496724,,Glycerol oleate|,,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,079096
1463,2550756,,"Chlorbicyclen||Bicyclo(2.2.1)hept-2-ene, 1,2,3,4,7,7-hexachloro-5,6-bis(chloromethyl)-|Norbornene, 1,2,3,4,7,7-hexachloro-5,6-bis(chloromethyl)-|Alodan|Nodon|AC 12402|Hercules 12402",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,477200
1464,25537262,,"Butoxypropyl silvex|Silvex, butoxypropyl ester||Silvex, propylene glycol butyl ether ester|Propylene glycol butyl ether silvex|Trichlorophenoxy)propionic acid, butoxypropyl ester|Trichlorophenoxy)propionic acid, propylene glycol butyl ether ester|Propionic acid, 2-(2,4,5-trichlorophenoxy)-, 3-butoxypropyl ester|Kuron|R-76964",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,082555
1465,25545895,,"Ammonium 1-naphthaleneacetate||Naphthaleneacetic acid, ammonium salt",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,056004
1466,25567559,,"Tetrachlorophenols, sodium salt||Sodium tetrachlorophenates|Dowicide F",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,063005
1467,25606411,,"Propyl (3-(dimethylamino)propyl)carbamate monohydrochloride|Propamocarb hydrochloride||Carbamic acid, (3-(dimethylamino)propyl)-, propyl ester, monohydrochloride|Dimethylaminopropyl)carbamic acid propyl ester, monohydrochloride|Prevex|Previcur N|Banol Turf Fungicide",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,119302
1468,25625621,,"Methyl-2,3-quinoxalinedithiol||Quinoxalinedithione, 1,4-dihydro-6-methyl-|Quinoxalinedithiol, 6-methyl-|SAS 2061",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,205700
1469,25655418,,"Polyvinylpyrrolidone - iodine complex|PVP iodine||Ethenyl-2-pyrrolidinone, homopolymer, compd. with iodine|Betadine|Pyrrolidinone, 1-ethenyl-, homopolymer, compd. with iodine|Pyrrolidinone, 1-vinyl-, polymers, compd. with iodine|Iodinated poly(vinylpyrrolidone)|Iodine-poly(vinylpyrrolidinone)|Iodopoly(vinyl pyrrolidinone)|Isobetadyne|Isodine|Polyvinylpyrrolidinone-iodine|Poly(vinylpyrrolidinone) iodide|Poly(1-(2-oxo-1-pyrrolidinyl)ethylene)iodine complex|Vinyl-2-pyrrolidinone polymer compd. with iodine|Povidone-iodine|Efo-Dine|PVP-1|Ultradine",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,046914
1470,25671469,,"Dibromo-4-cyanophenyl tetrahydrofurfuryl carbonate|Bromobonil||Benzonitrile, 3,5-dibromo-4-hydroxy-, tetrahydrofurfuryl carbonate (ester)|Furfuryl alcohol, tetrahydro-, hydrogen carbonate, ester with 3,5-dibromo-4-hydroxybenzonitrile|Bromoxynil, tetrahydrofurfuryl carbonate ester",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,287300
1471,2569019,,"Triethanolamine 2,4-dichlorophenoxyacetate||Acetic acid, (2,4-dichlorophenoxy)-, compd. with 2,2,2""-nitrilotris(ethanol) (1:1)|Dichlorophenoxyacetic acid, triethanolamine salt|2,4-D, triethanolamine salt",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,030033
1472,25732745,,"Acepyrene (3,4-dihydrocyclopenta<i>cd</i>pyrene)",2010,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,3,92,
1473,2577722,,"Dibromosalicylanilide||Benzamide, 3,5-dibromo-N-phenyl-2-hydroxy-|Salicylanilide dibromide|Salicylanilide, ar,ar-dibromo-",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,077405
